color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,imdb_score
Color,Jonathan Liebesman,0.42663378545006164,0.2433460076045627,0.020565217391304347,0.018652173913043475,Danny Woodburn,0.003203846153846151,0.2509791600045699,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles ,0.09960233052806805,0.008856929312484978,Jeremy Howard,0.0,18 wheeler|mutant|ninja|sewer|turtle,0.10424710424710423,English,USA,PG-13,0.04999991715999279,0.9775280898876405,0.005905109489051093,0.07894736842105263,0.3147208121827411,5.9
Color,Betty Thomas,0.12946979038224415,0.19391634980988592,0.0036521739130434758,0.043478260869565216,Bridgit Mendler,0.003846153846153843,0.28877263290937794,Animation|Comedy|Family|Fantasy|Music,Amy Poehler,Alvin and the Chipmunks: The Squeakquel ,0.018791597927226185,0.017210100191955006,Jesse McCartney,0.0,adidas|chipmunk|hospital|school|waste container,0.01994851994851994,English,USA,PG,0.029999915415992628,0.9213483146067416,0.0072992700729927,0.04520917678812415,0.010152284263959394,4.5
Color,Sean Penn,0.3353884093711468,0.42205323193916344,0.0,0.03591304347826087,William Hurt,0.06538461538461537,0.024131696004350063,Adventure|Biography|Drama,Kristen Stewart,Into the Wild ,0.25429665008964714,0.06174168716272055,Hal Holbrook,0.0,alaska|based on true story|male nudity|self discovery|wilderness,0.16194766194766191,English,USA,R,0.005999913323192444,0.8988764044943821,0.006437956204379562,0.07894736842105263,0.38578680203045684,8.2
Color,Charles T. Kanganis,0.0036991368680641123,0.21292775665399236,0.0007826086956521719,0.007869565217391301,Dustin Nguyen,0.0015384615384615372,0.015494740187247918,Action|Comedy|Family,Victor Wong,3 Ninjas Kick Back ,0.003906289621512932,0.0037897121333346495,Don Stark,0.0,1990s|dagger|japan|mousetrap|stick fight,0.0045045045045045,English,USA,PG,0.00799991349759246,0.752808988764045,0.0016058394160583939,0.04520917678812415,0.002253807106598983,4.3
Color,Todd Phillips,0.376078914919852,0.22053231939163495,0.020869565217391306,0.02130434782608695,RZA,0.08076923076923076,0.1320809797759763,Comedy|Drama,Robert Downey Jr.,Due Date ,0.16266859186821117,0.07578765758913725,Matt Walsh,0.06976744186046513,actor|aspiring actor|birth|misadventure|suitcase,0.060060060060060046,English,USA,R,0.025999915067192597,0.9325842696629214,0.004094890510948905,0.07894736842105263,0.12690355329949238,6.6
Color,Stephen Frears,0.16646115906288533,0.2509505703422053,0.015217391304347828,0.004304347826086956,Christopher Guest,0.01923076923076923,0.014509127568191692,Comedy|Drama|Music|War,Bob Hoskins,Mrs Henderson Presents ,0.007965919159434724,0.018560041090883946,Sarah Solemani,0.02325581395348838,anti semitism|breasts|chamberlain|friend|theatre,0.03753753753753753,English,UK,R,0.00799991349759246,0.8764044943820226,0.0027591240875912398,0.04520917678812415,0.0,7.1
Color,Wes Anderson,0.5980271270036992,0.21673003802281365,0.0,0.024304347826086953,Bill Murray,0.049999999999999996,0.05983767366577938,Adventure|Comedy|Drama|Romance,Bruce Willis,Moonrise Kingdom ,0.14182092642368951,0.09189804982928185,Bob Balaban,0.04651162790697676,1960s|boy scouts|boy scouts camp|coming of age|young love,0.07979407979407978,English,USA,PG-13,0.006399913358072447,0.955056179775281,0.09489051094890509,0.04520917678812415,0.3604060913705584,7.8
Color,Sam Mendes,0.9223181257706536,0.403041825095057,0.0,0.017086956521739124,Helen McCrory,0.0033961538461538404,0.4002075474294449,Action|Adventure|Thriller,Albert Finney,Skyfall ,0.3113898145302995,0.0067134865680880534,Rory Kinnear,0.0,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,0.3202488202488202,English,UK,PG-13,0.07999991977599302,0.955056179775281,0.00410948905109489,0.07894736842105263,0.40609137055837563,7.8
Color,Joel Coen,0.19605425400739826,0.2395437262357414,0.0,0.00913043478260869,Paul Adelstein,0.0016769230769230724,0.04614827829985256,Comedy|Crime|Romance,Cedric the Entertainer,Intolerable Cruelty ,0.045587897483017746,0.00459309159513626,Julia Duffy,0.02325581395348838,attorney|divorce|marriage|real estate|screwball comedy,0.06799656799656799,English,USA,PG-13,0.023999914892792584,0.853932584269663,0.0029124087591240883,0.04520917678812415,0.0,6.3
 Black and White,Kevin Smith,0.2120838471023428,0.22813688212927752,0.0,0.028565217391304343,Jason Mewes,0.003846153846153843,0.03174030842386143,Comedy,Ethan Suplee,Clerks II ,0.0684021324391488,0.009844690945847612,Brian O'Halloran,0.06976744186046513,fast food|fast food restaurant|new jersey|quick stop|restaurant,0.10017160017160015,English,USA,R,0.0019999129743924135,0.8876404494382023,0.0065547445255474445,0.04520917678812415,0.0,7.4
Color,Christopher Smith,0.2441430332922318,0.2015209125475285,0.003304347826086955,0.014999999999999996,Toby Stephens,0.0030692307692307685,0.00017918340741923666,Comedy|Horror|Thriller,Danny Dyer,Severance ,0.018935391389695196,0.007299558470549885,Laura Harris,0.0,blood splatter|eastern europe|female nudity|pine forest|team building,0.04054054054054053,English,UK,R,0.0019999129743924135,0.8876404494382023,0.005613138686131386,0.04520917678812415,0.0,6.6
Color,Patricia Cardoso,0.09001233045622686,0.2015209125475285,0.00065217391304348,0.019695652173913038,Lupe Ontiveros,0.0036653846153846086,0.007685369242177338,Comedy|Drama,America Ferrera,Real Women Have Curves ,0.003488035608273196,0.008264272332467393,George Lopez,0.02325581395348838,education|factory|high school|mexican american|religious icon,0.0223080223080223,English,USA,PG-13,0.001199912904632408,0.8426966292134832,0.004562043795620438,0.04520917678812415,0.0030203045685279206,7.0
Color,Alexander Payne,0.6744759556103577,0.2965779467680608,0.03169565217391304,0.023999999999999994,Nick Krause,0.030769230769230767,0.1086445514210719,Comedy|Drama,Shailene Woodley,The Descendants ,0.122391506042607,0.031535936414491116,Beau Bridges,0.0,boating accident|daughters|father daughter relationship|hospital|marriage,0.09309309309309308,English,USA,R,0.00799991349759246,0.9438202247191012,0.005306569343065693,0.07894736842105263,0.1116751269035533,7.3
Color,Jonathan Frakes,0.08261405672009864,0.21673003802281365,0.03939130434782609,0.02295652173913043,Paula Garcés,0.007692307692307689,0.048632560846668754,Action|Adventure|Comedy|Sci-Fi|Thriller,Michael Biehn,Clockstoppers ,0.00659779297917977,0.01289687439293816,Jason George,0.0,frozen time|stopped time|time freeze|watch|wristwatch,0.019090519090519092,English,USA,PG,0.010399913706872477,0.8426966292134832,0.004284671532846715,0.04520917678812415,0.0044365482233502535,5.2
Color,Terry Gilliam,0.2848335388409371,0.3079847908745247,0.0,0.0378695652173913,Heath Ledger,0.049999999999999996,0.04983457290000404,Action|Adventure|Comedy|Fantasy|Thriller,Matt Damon,The Brothers Grimm ,0.0586617661536442,0.08927389642331512,Mackenzie Crook,0.04651162790697676,creature|curse|exorcism|girl|village,0.10446160446160443,English,USA,PG-13,0.03519991586943267,0.8764044943820226,0.09489051094890509,0.04520917678812415,0.0,5.9
Color,Edward Zwick,0.26757090012330453,0.2851711026615969,0.016521739130434785,0.08695652173913043,Anne Hathaway,0.057692307692307696,0.042547177014199446,Comedy|Drama|Romance,Jake Gyllenhaal,Love & Other Drugs ,0.08544911590886715,0.10298402789438851,Judy Greer,0.0,female nudity|male objectification|pfizer|viagra|zoloft,0.045045045045045036,English,USA,R,0.01199991384639249,0.9325842696629214,0.08029197080291971,0.04520917678812415,0.1218274111675127,6.7
Color,Thomas Bezucha,0.11344019728729962,0.27376425855513303,0.00065217391304348,0.015217391304347822,Luke Bracey,0.011538461538461536,0.030478590044990927,Adventure|Comedy|Family|Romance,Leighton Meester,Monte Carlo ,0.019568440616581584,0.014016337577415813,Brett Cullen,0.06976744186046513,cell phone|hotel|misunderstanding|monte carlo|young woman,0.00836550836550836,English,Hungary,PG,0.00799991349759246,0.9438202247191012,0.005656934306569342,0.04520917678812415,0.030456852791878174,5.8
Color,Peter Faiman,0.04069050554870529,0.21292775665399236,0.00017391304347826042,0.004043478260869562,Linda Kozlowski,0.0016999999999999967,0.22962989158983077,Adventure|Comedy,Paul Hogan,Crocodile Dundee ,0.044503778307473374,0.002706466875413621,David Gulpilil,0.02325581395348838,australian outback|crocodile|female reporter|journalist|new york city,0.018876018876018877,English,Australia,PG-13,0.0035199131069364245,0.6629213483146068,0.0011824817518248168,0.07894736842105263,0.0,6.5
Color,Mabrouk El Mechri,0.1442663378545006,0.21292775665399236,0.0008260869565217405,0.026913043478260866,Bruce Willis,0.057692307692307696,0.00492948188809398,Action|Thriller,Henry Cavill,The Cold Light of Day ,0.01698970474607924,0.09921736353249899,Óscar Jaenada,0.06976744186046513,driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing,0.02316602316602316,English,USA,PG-13,0.00799991349759246,0.955056179775281,0.09489051094890509,0.07894736842105263,0.0,4.9
Color,Peter Hyams,0.11467324290998765,0.2775665399239543,0.0,0.013391304347826084,Penelope Ann Miller,0.0019615384615384625,0.044611519241963334,Horror|Mystery|Sci-Fi|Thriller,John Kapelos,The Relic ,0.0113495404277408,0.006506056625081899,Chi Muoi Lo,0.0,fire|helicopter|museum|police sergeant|relic,0.03432003432003431,English,UK,R,0.015999914195192522,0.7865168539325844,0.00251094890510949,0.07894736842105263,0.004852791878172592,5.7
Color,Pierre Coffin,0.374845869297164,0.23193916349809882,0.011956521739130435,0.043478260869565216,Miranda Cosgrove,0.02692307692307692,0.48395361173401347,Animation|Comedy|Family|Sci-Fi,Steve Carell,Despicable Me 2 ,0.17107424456225032,0.039197674150607306,Steve Coogan,0.0,dating|minion|overprotective father|undercover spy|woman agent,0.05984555984555984,English,USA,PG,0.03039991545087263,0.9662921348314608,0.0145985401459854,0.04520917678812415,0.2842639593908629,7.5
Color,Roland Emmerich,0.22564734895191121,0.44486692015209117,0.03373913043478261,0.040565217391304344,Adam Baldwin,0.03846153846153846,0.4025267700661567,Action|Adventure|Sci-Fi,Will Smith,Independence Day ,0.2565018809497528,0.05526526338663953,Mary McDonnell,0.0,alien|area 51|military|spacecraft|spaceship,0.1825396825396825,English,USA,PG-13,0.029999915415992628,0.7752808988764046,0.0145985401459854,0.07894736842105263,0.08121827411167512,6.9
Color,Angelina Jolie Pitt,0.13316892725030827,0.3422053231939163,0.4782608695652174,0.005043478260869559,Nikola Djuricko,0.001176923076923072,0.0003959773160670116,Drama|Romance|War,Jelena Jovanova,In the Land of Blood and Honey ,0.01865138438498462,0.002620860867188858,Branko Djuric,0.0,bosnian war|church|emaciation|soldier|violence,0.03753753753753753,Bosnian,USA,R,0.005199913253432437,0.9438202247191012,0.0011970802919708031,0.07894736842105263,0.0,4.3
Color,Mike Mitchell,0.10974106041923551,0.19391634980988592,0.0013478260869565217,0.02126086956521739,Eddie Griffin,0.003846153846153843,0.08617280093047563,Comedy|Romance,Amy Poehler,Deuce Bigalow: Male Gigolo ,0.035337392565102335,0.008573770977587682,Bree Turner,0.02325581395348838,aquarium|fish|fish tank|gigolo|norwegian,0.04225654225654225,English,USA,R,0.0067999133929524495,0.8089887640449439,0.003569343065693429,0.04520917678812415,0.0,5.7
Color,Trey Parker,0.2848335388409371,0.23193916349809882,0.017652173913043478,0.017652173913043474,Maurice LaMarche,0.0033076923076923066,0.04309589349092112,Action|Comedy,Jeremy Shada,Team America: World Police ,0.08108161323138514,0.00859023367147706,Trey Parker,0.11627906976744189,actor|arab stereotype|broadway|terrorist|vomiting,0.14907764907764903,English,USA,R,0.01199991384639249,0.8651685393258428,0.0038175182481751824,0.07894736842105263,0.0,7.2
Color,Clint Eastwood,0.044389642416769376,0.2965779467680608,0.6956521739130435,0.010434782608695646,Chris Penn,0.061538461538461535,0.054437249867500995,Western,Clint Eastwood,Pale Rider ,0.02344668752964621,0.056661299828458724,Sydney Penny,0.0,gold|miner|preacher|prospector|sheriff,0.028528528528528524,English,USA,R,0.002759913040664419,0.651685393258427,0.003321167883211679,0.07894736842105263,0.0,7.3
Color,Raymond De Felitta,0.18125770653514178,0.2547528517110266,0.000869565217391309,0.005652173913043474,Curtiss Cook,0.011538461538461536,0.008771203334265683,Comedy|Drama,Ezra Miller,City Island ,0.016197349069071568,0.012593960825373618,Dominik García-Lorido,0.13953488372093026,anger|family reunion|father son reunion|hugging|movie making,0.020592020592020588,English,USA,PG-13,0.002399913009272416,0.9213483146067416,0.004313868613138686,0.04520917678812415,0.0,7.4
Color,Jez Butterworth,0.1344019728729963,0.21292775665399236,0.0006956521739130417,0.011217391304347825,Mathieu Kassovitz,0.002180769230769229,0.0064690298797700704,Comedy|Crime|Thriller,Mark Gatiss,Birthday Girl ,0.012754062463641427,0.005844256330728936,Ben Chaplin,0.02325581395348838,bank|bank clerk|birthday|mail order bride|russian,0.033033033033033024,English,UK,R,0.005199913253432437,0.8314606741573034,0.00237956204379562,0.07894736842105263,0.003137055837563449,6.1
Color,Wes Ball,0.3637484586929717,0.2889733840304182,0.0020434782608695634,0.0056086956521739124,Aml Ameen,0.003799999999999998,0.13466492890187928,Action|Mystery|Sci-Fi|Thriller,Ki Hong Lee,The Maze Runner ,0.1854094384596796,0.005870596640951936,Jacob Latimore,0.0,based on novel|concrete wall|maze|open ended|teenage boy,0.1113256113256113,English,USA,PG-13,0.013599913985912503,0.9775280898876405,0.0010875912408759118,0.07894736842105263,0.19289340101522842,6.8
Color,Matt Reeves,0.5635018495684341,0.18250950570342203,0.008608695652173915,0.016826086956521734,Ben Feldman,0.007692307692307689,0.1052380561757405,Action|Adventure|Horror|Sci-Fi,Mike Vogel,Cloverfield ,0.17698707947124573,0.013031868482831055,Liza Lapira,0.0,brooklyn new york city|found footage|night vision|statue of liberty new york city|subway tunnel,0.46911196911196906,English,USA,PG-13,0.009999913671992475,0.9101123595505619,0.0072992700729927,0.04520917678812415,0.0,7.0
Color,Chris Wedge,0.23551171393341552,0.2509505703422053,0.00334782608695652,0.03630434782608695,Stephen Root,0.003846153846153843,0.23193415444356608,Adventure|Animation|Comedy|Family,Goran Visnjic,Ice Age ,0.19570528903380932,0.017901533335308854,Denis Leary,0.0,baby|ice|ice age|sleeping|sloth,0.09909909909909909,English,USA,PG,0.02359991485791258,0.8426966292134832,0.006854014598540145,0.04520917678812415,0.015228426395939087,7.6
Color,David S. Goyer,0.21701602959309493,0.1977186311787072,0.029869565217391307,0.016913043478260864,Atticus Shaffer,0.03846153846153846,0.05606533105666397,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,The Unborn ,0.02507674453987583,0.04011299993085668,Rachel Brosnahan,0.02325581395348838,babysitting|experiment|nightmare|possession|twin,0.04826254826254825,English,USA,PG-13,0.006399913358072447,0.9213483146067416,0.005744525547445254,0.07894736842105263,0.0,4.8
Color,Steve Oedekerk,0.07521578298397039,0.16730038022813687,0.007652173913043476,0.001695652173913039,Simon Rhee,0.0006769230769230715,0.02108254325541302,Action|Comedy,Steve Oedekerk,Kung Pow: Enter the Fist ,0.02252187480422311,0.0011886064988130413,Jennifer Tung,0.02325581395348838,chosen one|comic violence|intentionally bad|kung fu|stylized violence,0.11003861003861001,English,USA,PG-13,0.003999913148792429,0.8426966292134832,0.0004890510948905111,0.07894736842105263,0.0,6.2
Color,Walt Becker,0.08384710234278667,0.20912547528517106,0.0005217391304347813,0.043478260869565216,Joshua Mikel,0.1346153846153846,0.11293098091699341,Adventure|Animation|Comedy|Family|Fantasy|Music,Bella Thorne,Alvin and the Chipmunks: The Road Chip ,0.005527396831173939,0.12659811600931128,Jesse McCartney,0.0,chipmunk|highway travel|on the road|plane|road movie,0.010296010296010294,English,USA,PG,0.035999915939192675,0.9887640449438203,0.0072992700729927,0.04520917678812415,0.0,5.0
Color,Bryan Barber,0.0974106041923551,0.31939163498098855,0.0006956521739130417,0.0228695652173913,Faizon Love,0.003488461538461534,0.01650128756105223,Crime|Drama|Musical|Romance,Cicely Tyson,Idlewild ,0.00265451084864992,0.01196179338002153,Bobb'e J. Thompson,0.09302325581395351,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,0.018447018447018446,English,USA,R,0.005999913323192444,0.8876404494382023,0.004270072992700729,0.07894736842105263,0.002482233502538074,6.2
Color,Tim Burton,0.33785450061652283,0.2965779467680608,0.5652173913043479,0.025565217391304344,Christopher Lee,0.15384615384615385,0.27147235460836827,Adventure|Comedy|Family|Fantasy,Johnny Depp,Charlie and the Chocolate Factory ,0.19100664373528872,0.1904536130674279,David Kelly,0.06976744186046513,chocolate|diminution|miniaturization|physical flexability|ticket,0.2908622908622908,English,USA,PG,0.059999918031992866,0.8764044943820226,0.1167883211678832,0.04520917678812415,0.0,6.7
Color,Gus Van Sant,0.19605425400739826,0.338403041825095,0.036304347826086956,0.03882608695652173,Matt Damon,0.18846153846153846,0.18190429306258246,Drama,Robin Williams,Good Will Hunting ,0.3608261262578198,0.2097676455384453,Minnie Driver,0.04651162790697676,friend|genius|janitor|loss of wife|professor,0.14521664521664518,English,USA,R,0.003999913148792429,0.7865168539325844,0.09489051094890509,0.04520917678812415,0.15736040609137056,8.3
Color,John McNaughton,0.08261405672009864,0.2965779467680608,0.0016956521739130426,0.011043478260869561,Robert Wagner,0.049999999999999996,0.03912368123849068,Crime|Drama|Mystery|Thriller,Bill Murray,Wild Things ,0.05401085312482286,0.04700099105417213,Jeff Perry,0.06976744186046513,erotic thriller|forbidden sex|lesbian sex|sex with a student|taboo sex,0.08236808236808235,English,USA,R,0.00799991349759246,0.7977528089887641,0.003510948905109489,0.07894736842105263,0.0,6.5
Color,Peter Howitt,0.10604192355117138,0.2357414448669201,0.0012608695652173915,0.006999999999999996,Kevin McNally,0.0027346153846153805,0.015625567611634618,Comedy|Drama|Fantasy|Romance,Jeanne Tripplehorn,Sliding Doors ,0.03141439664919466,0.0048136916932539145,John Lynch,0.02325581395348838,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,0.05855855855855854,English,UK,R,0.003599913113912426,0.7977528089887641,0.0031167883211678828,0.04520917678812415,0.0,6.8
Color,Alexander Payne,0.2651048088779285,0.33460076045627374,0.03169565217391304,0.013999999999999995,June Squibb,0.0016999999999999967,0.08548252206687976,Comedy|Drama,Hope Davis,About Schmidt ,0.06408236203136605,0.005123190338374203,Howard Hesseman,0.02325581395348838,highway travel|on the road|retirement|road movie|wedding,0.13020163020163017,English,USA,R,0.01199991384639249,0.8426966292134832,0.00251094890510949,0.04520917678812415,0.0,7.2
Color,Robert Harmon,0.0974106041923551,0.1977186311787072,0.0004782608695652196,0.042304347826086955,Ethan Embry,0.003846153846153843,0.016690814086419356,Horror|Mystery|Thriller,Alexander Gould,They ,0.006402687326784062,0.01336770743817435,Marc Blucas,0.0,darkness|friend|kiss|nightmare|suicide,0.05705705705705705,English,USA,PG-13,0.0067999133929524495,0.8426966292134832,0.007167883211678831,0.07894736842105263,0.00413197969543147,4.8
Color,Renny Harlin,0.08877928483353884,0.2889733840304182,0.009217391304347827,0.0007826086956521719,Kenneth Cranham,0.002180769230769229,2.2336453671625844e-05,Action|Drama|War,Richard Coyle,5 Days of War ,0.0071443274672362625,0.002331117454735819,Ana Imnadze,0.2093023255813954,cameraman|epic battle|journalist|south ossetia|street shootout,0.012012012012012005,English,Georgia,R,0.00799991349759246,0.9438202247191012,0.0008102189781021892,0.07894736842105263,0.0,5.6
Color,Victor Nunez,0.01109741060419231,0.2927756653992395,0.0003913043478260894,0.0037391304347826025,Todd Field,0.000611538461538462,0.00131659107847433,Drama|Romance,Allison Dean,Ruby in Paradise ,0.001124691604788744,0.0013927439030413172,Dorothy Lyman,0.02325581395348838,desire|florida|identity|resort town|sales,0.004933504933504931,English,USA,R,0.0003199128278963993,0.7415730337078652,0.0010437956204379564,0.04520917678812415,0.0004111675126903594,7.2
Color,Andrew Haigh,0.17385943279901356,0.22813688212927752,0.005695652173913043,0.0029130434782608655,Chris New,0.0019499999999999969,0.0006177271377005022,Drama|Romance,Tom Cullen,Weekend ,0.011749298186472072,0.002153320360730543,Vauxhall Jermaine,0.0,coming out|fellatio|male in bathtub|male nudity|nudity,0.013513513513513507,English,UK,Not Rated,4.7912804177999146e-05,0.9438202247191012,0.0005474452554744512,0.04520917678812415,0.0,7.7
Color,Woody Allen,0.5092478421701603,0.23193916349809882,0.4782608695652174,0.009478260869565214,Charlie Tahan,0.002284615384615378,0.04392433831707649,Drama,Sally Hawkins,Blue Jasmine ,0.08945504664337728,0.004454804966465491,Andrew Dice Clay,0.02325581395348838,congenital liar|mental breakdown|self deception|snob|talking to oneself,0.08129558129558129,English,USA,PG-13,0.007199913427832452,0.9662921348314608,0.001956204379562043,0.07894736842105263,0.18274111675126903,7.3
Color,Peter Jackson,0.5474722564734895,0.623574144486692,0.0,0.0036521739130434758,Thomas Kretschmann,0.023076923076923075,0.28671856410909013,Action|Adventure|Drama|Romance,Naomi Watts,King Kong ,0.188466690333917,0.023449461176028995,Evan Parke,0.0,animal name in title|ape abducts a woman|gorilla|island|king kong,0.5604890604890604,English,New Zealand,PG-13,0.08279992002015303,0.8764044943820226,0.006700729927007298,0.07894736842105263,0.0,7.2
Color,Miranda July,0.18372379778051787,0.2053231939163498,0.010608695652173913,0.010608695652173906,Brad William Henke,0.0020692307692307677,0.0051084062573444194,Comedy|Drama,Najarra Townsend,Me and You and Everyone We Know ,0.018481934827552254,0.004441634811353991,Miranda July,0.0,fellatio|seven word title|shoe salesman|title directed by female|written by director,0.05105105105105104,English,USA,R,0.0007999128697524054,0.8764044943820226,0.0026496350364963485,0.04520917678812415,0.0,7.4
Color,Steve Trenbirth,0.10234278668310726,0.13307984790874522,0.0,0.01669565217391304,Phil Collins,0.011538461538461536,0.06296834059826917,Adventure|Animation|Family|Musical,Haley Joel Osment,The Jungle Book 2 ,0.006849580701843355,0.01475057372488204,Tony Jay,0.0,dog|jungle|shot gun|tiger|village,0.011368511368511358,English,USA,G,0.00799991349759246,0.853932584269663,0.003321167883211679,0.04520917678812415,0.0011522842639593855,5.4
Color,Blair Hayes,0.05548705302096174,0.17870722433460073,8.695652173912327e-05,0.029999999999999995,Geoffrey Arend,0.057692307692307696,0.0065773972485163035,Adventure|Comedy|Romance|Sci-Fi,Jake Gyllenhaal,Bubble Boy ,0.015147239135687919,0.0621104515058426,Marley Shelton,0.0,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,0.03775203775203775,English,USA,PG-13,0.005199913253432437,0.8314606741573034,0.005956204379562043,0.07894736842105263,0.0,5.6
Color,Woody Allen,0.07644882860665844,0.19391634980988592,0.4782608695652174,0.010130434782608694,Don Pardo,0.0032846153846153824,0.019451027509413035,Comedy,Mike Starr,Radio Days ,0.014380539553643608,0.0054425665998281275,Julie Kavner,0.0,beach|cigarette girl|radio|woman holding a baby|working class,0.018447018447018446,English,USA,PG,0.006399913358072447,0.6741573033707866,0.002992700729927007,0.04520917678812415,0.0,7.6
Color,Sidney Lumet,0.03699136868064118,0.3079847908745247,0.0,0.009869565217391303,Diana Ross,0.0028384615384615362,0.017093676295135127,Adventure|Family|Fantasy|Music|Musical,Lena Horne,The Wiz ,0.006408653860496473,0.004800521538142415,Theresa Merritt,0.0,melancholy|new york city|sadness|teacher|wizard,0.03110253110253109,English,USA,G,0.009599913637112472,0.5730337078651686,0.002153284671532845,0.04520917678812415,0.0,5.2
Color,Courtney Hunt,0.22071516646115907,0.22813688212927752,0.001434782608695652,0.00995652173913043,Michael O'Keefe,0.0019076923076923047,0.0032986985495052634,Crime|Drama,Charlie McDermott,Frozen River ,0.012882939591829422,0.0032727835452081994,Misty Upham,0.02325581395348838,border|mohawk|money|new york|river,0.018876018876018877,English,USA,R,0.0003999128348723992,0.9101123595505619,0.0017372262773722637,0.04520917678812415,0.0,7.2
Color,Clint Eastwood,0.374845869297164,0.36882129277566533,0.6956521739130435,0.008869565217391299,Morgan Freeman,0.049999999999999996,0.04928249287183173,Biography|Drama|History|Sport,Matt Damon,Invictus ,0.0740255904630925,0.0805289134292779,Leleti Khumalo,0.02325581395348838,apartheid|nation|nelson mandela|president|rugby,0.054483054483054474,English,USA,PG-13,0.023999914892792584,0.9213483146067416,0.08029197080291971,0.07894736842105263,0.116751269035533,7.4
Color,Frederik Du Chau,0.039457459926017235,0.18631178707224333,0.00030434782608695227,0.034565217391304345,Jaleel White,0.03846153846153846,0.02987169780328467,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,Gary Oldman,The Magic Sword: Quest for Camelot ,0.006564380390390298,0.04700099105417213,Eric Idle,0.0,camelot|dragon|excalibur|knight|sword,0.013299013299013292,English,USA,G,0.015999914195192522,0.7977528089887641,0.006627737226277371,0.04520917678812415,0.0,6.2
Color,Tamra Davis,0.1344019728729963,0.21292775665399236,0.001434782608695652,0.0058695652173913,Katherine Boecher,0.003846153846153843,0.048899706778654795,Comedy|Drama,Britney Spears,Crossroads ,0.020324997091314814,0.005040876868927319,Dave Allen,0.02325581395348838,audition|friendship|graduation|high school graduation|love,0.12290862290862288,English,USA,PG-13,0.004799913218552434,0.8426966292134832,0.0013722627737226267,0.04520917678812415,0.0,3.3
Color,Sam Raimi,0.6448828606658448,0.35361216730038014,0.0,0.4782608695652174,Mila Kunis,0.16923076923076924,0.3088772623704976,Adventure|Family|Fantasy,Tim Holmes,Oz the Great and Powerful ,0.10456887319027573,0.24180734038595136,James Franco,0.09302325581395351,circus|magic|magician|oz|witch,0.10853710853710852,English,USA,PG,0.08599992029919307,0.9662921348314608,0.10948905109489049,0.07894736842105263,0.30456852791878175,6.4
Color,Kevin Rodney Sullivan,0.12577065351418004,0.25855513307984784,0.00034782608695652084,0.012086956521739124,Nicole Sullivan,0.003846153846153843,0.08936444834071162,Comedy|Romance,Bernie Mac,Guess Who ,0.020126908172062898,0.0088536367737071,Sherri Shepherd,0.04651162790697676,argument|engagement|family relationships|love|undressing,0.03324753324753324,English,USA,PG-13,0.013999914020792505,0.8764044943820226,0.002613138686131387,0.04520917678812415,0.004664974619289344,5.9
Color,Sean Anders,0.23921085080147966,0.3003802281368821,0.002217391304347824,0.02021739130434782,Christoph Waltz,0.06923076923076923,0.07155048946149561,Comedy|Crime,Kevin Spacey,Horrible Bosses 2 ,0.06810201579341472,0.10065620297843056,Lindsay Sloane,0.16279069767441862,kidnapping|reference to franz beckenbauer|scene during end credits|second part|singing in a car,0.039039039039039033,English,USA,R,0.016799914264952528,0.9775280898876405,0.08029197080291971,0.07894736842105263,0.06091370558375635,6.3
Color,Roger Spottiswoode,0.20715166461159062,0.32699619771863114,0.0023913043478260843,0.041565217391304345,Michael Rapaport,0.011538461538461536,0.04542180246818274,Action|Mystery|Sci-Fi|Thriller,Robert Duvall,The 6th Day ,0.05957404915827125,0.019225133924014787,Tony Goldwyn,0.02325581395348838,clone|cloning|future|laser gun|murder,0.06091806091806091,English,USA,PG-13,0.032799915660152654,0.8202247191011237,0.007116788321167882,0.07894736842105263,0.0,5.9
Color,Carl Franklin,0.07644882860665844,0.3422053231939163,0.0031739130434782596,0.018826086956521736,William Hurt,0.0423076923076923,0.030518217625158196,Drama,Meryl Streep,One True Thing ,0.005446848626056447,0.0420951082751377,Tom Everett Scott,0.06976744186046513,cancer|job|love|new york|professor,0.022951522951522946,English,USA,R,0.01199991384639249,0.7977528089887641,0.006437956204379562,0.04520917678812415,0.003005076142131982,7.0
